Timestamp,App Name,Window Title,Category
2025-11-08 01:30:09,Windsurf.exe,plz - Windsurf,Uncategorized
2025-11-08 01:30:16,Windsurf.exe,plz - Windsurf,Uncategorized
2025-11-08 01:30:24,Windsurf.exe,plz - Windsurf,Uncategorized
2025-11-08 01:30:29,Windsurf.exe,plz - Windsurf,study
2025-11-08 01:30:34,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-08 01:30:39,Windsurf.exe,plz - Windsurf,study
2025-11-08 01:30:44,Windsurf.exe,plz - Windsurf,study
2025-11-08 01:30:49,Windsurf.exe,plz - Windsurf,study
2025-11-08 01:30:54,Windsurf.exe,plz - Windsurf,study
2025-11-08 01:30:59,brave.exe,Create Next App - Brave,entertainment
2025-11-08 01:31:04,brave.exe,Create Next App - Brave,entertainment
2025-11-08 01:31:09,brave.exe,Create Next App - Brave,entertainment
2025-11-08 01:31:14,brave.exe,Create Next App - Brave,entertainment
2025-11-08 01:31:19,brave.exe,Create Next App - Brave,entertainment
2025-11-08 01:31:24,brave.exe,Create Next App - Brave,entertainment
2025-11-08 01:31:29,brave.exe,Create Next App - Brave,entertainment
2025-11-08 01:31:35,brave.exe,Create Next App - Brave,entertainment
2025-11-08 01:31:40,brave.exe,Create Next App - Brave,entertainment
2025-11-08 01:31:45,brave.exe,Create Next App - Brave,entertainment
2025-11-08 01:31:50,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-08 01:31:55,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-08 01:32:00,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-08 01:32:05,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-08 01:32:10,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-08 01:32:15,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-08 01:32:20,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-08 01:32:25,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-08 01:32:30,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-08 01:32:35,brave.exe,Authentication | Supabase - Brave,entertainment
2025-11-08 01:32:40,brave.exe,Authentication | Supabase - Brave,entertainment
2025-11-08 01:32:45,Windsurf.exe,plz - Windsurf,study
2025-11-08 01:32:50,Windsurf.exe,plz - Windsurf,study
2025-11-08 01:32:55,Windsurf.exe,plz - Windsurf,study
2025-11-08 01:33:00,Windsurf.exe,plz - Windsurf,study
2025-11-08 01:33:05,Windsurf.exe,plz - Windsurf,study
