Timestamp,App Name,Window Title,Category
2025-11-07 18:53:30,Windsurf.exe,1 - Windsurf - supabase_schema.sql,Uncategorized
2025-11-07 18:53:37,Windsurf.exe,1 - Windsurf - supabase_schema.sql,Uncategorized
2025-11-07 18:53:46,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 18:53:51,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 18:53:56,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 18:54:01,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 18:54:06,msedge.exe,Instagram - (6) Instagram,entertainment
2025-11-07 18:54:11,msedge.exe,Instagram - (6) Instagram,entertainment
2025-11-07 18:54:16,msedge.exe,Instagram - (6) Instagram,entertainment
2025-11-07 18:54:21,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 18:56:20,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 18:56:25,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:56:30,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-07 18:56:35,chrome.exe,Realtime Inspector | Supabase - Google Chrome,study
2025-11-07 18:56:40,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-07 18:56:45,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-07 18:56:50,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-07 18:56:55,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-07 18:57:00,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-07 18:57:05,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-07 18:57:12,chrome.exe,StudentPlatform | Organisation_1 | Supabase - Google Chrome,study
2025-11-07 18:57:17,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:57:22,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:57:27,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:57:32,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:57:37,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:57:42,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:57:47,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:57:53,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:57:58,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:58:03,msedge.exe,Instagram,entertainment
2025-11-07 18:58:08,msedge.exe,Instagram - (6) Instagram,entertainment
2025-11-07 18:58:13,msedge.exe,Instagram - (6) Instagram,entertainment
2025-11-07 18:58:18,msedge.exe,Instagram - (6) Instagram,entertainment
2025-11-07 18:58:23,msedge.exe,Instagram - (6) Instagram,entertainment
2025-11-07 18:58:28,msedge.exe,Instagram - (6) Instagram,entertainment
2025-11-07 18:58:33,msedge.exe,Instagram - (6) Instagram,entertainment
2025-11-07 18:58:38,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:58:43,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:58:48,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:58:53,brave.exe,Create Next App - Brave,entertainment
2025-11-07 18:58:58,explorer.exe,dashboard - File Explorer,study
2025-11-07 18:59:03,explorer.exe,dashboard - File Explorer,study
2025-11-07 18:59:09,WindowsTerminal.exe,Terminal,entertainment
2025-11-07 18:59:14,Cursor.exe,page.tsx - Cursor,study
2025-11-07 18:59:19,Cursor.exe,page.tsx - Cursor,study
2025-11-07 18:59:25,ApplicationFrameHost.exe,WhatsApp,study
2025-11-07 18:59:30,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 18:59:35,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 18:59:40,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 18:59:46,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 18:59:51,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 18:59:56,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:00:01,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:00:06,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:00:11,ApplicationFrameHost.exe,WhatsApp,study
2025-11-07 19:00:16,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:00:21,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:00:26,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:00:31,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:00:36,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:00:41,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:00:46,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:00:51,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:00:56,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:01:01,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:01:06,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
2025-11-07 19:01:11,Windsurf.exe,1 - Windsurf - supabase_schema.sql,study
